,KOI_x,KIC,Kepler,Prot_flag,Prot_adopted,Prot_ANG18,Prot_MAZ15,Prot_D20,Prot_MCQ13,Prot_WAL13,KOI_y,Teff,E_Teff,e_Teff,[Fe/H],E_[Fe/H],e_[Fe/H],Ksmag,e_Ksmag,plx,e_plx,R,E_R,e_R,Miso,E_Miso,e_Miso,Riso,E_Riso,e_Riso,rhoiso,E_rhoiso,e_rhoiso,logAiso,E_logAiso,e_logAiso,plxspec,E_plxspec,e_plxspec,r8,RCF,KOI_strip
2675,4978,3428127,,a,a18,23.96,24.09,11.58,,,K04978,5546,60,60,0.18,0.04,0.04,13.507,,1.093,0.029,0.863,0.031,0.03,0.967,0.026,0.019,0.886,0.02,0.016,1.39,0.08,0.07,9.17,0.32,0.55,0.986,0.036,0.055,1.014,,4978
2676,4986,3540873,,a,m15,,10.23,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,4987,3542117,,a,d20,,,22.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,4988,3542928,,a,m15,,18.22,18.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,4991,3548645,,m,,,53.82,14.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,4992,3553900,,a,m15,,14.48,14.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,4999,3646449,,m,,,69.22,17.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,5004,3751118,,m,,,62.35,18.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,5007,3758499,,m,,,12.57,19.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,5016,3848948,,b,d20,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,5021,3863877,,a,m15,,14.81,15.37,,,K05021,5675,60,60,0.05,0.04,0.04,13.58,0.043,0.931,0.031,0.973,0.045,0.042,0.972,0.032,0.035,0.951,0.031,0.027,1.12,0.12,0.12,9.59,0.23,0.4,0.784,0.079,0.101,1.012,,5021
2686,5027,3955444,,m,,,,25.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,5030,3968809,,m,,,49.56,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,5033,3974928,,m,,,,37.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,5040,4135912,,m,,,73.25,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,5046,4164511,,a,m15,,4.18,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,5047,4179201,,m,,,30.56,14.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,5048,4241238,,m,,,,16.48,,,K05048,4941,60,60,0.09,0.04,0.04,11.199,0.018,0.68,0.015,4.291,0.147,0.141,1.465,0.106,0.129,4.245,0.09,0.103,0.02,0,0,9.45,0.13,0.11,0.747,0.101,0.115,1,,5048
2693,5057,4346339,,m,,,,10.87,,,K05057,5004,60,60,0,0.04,0.04,10.35,0.019,0.889,0.02,4.824,0.17,0.163,1.554,0.138,0.122,4.771,0.111,0.115,0.01,0,0,9.33,0.12,0.11,1.02,0.137,0.164,1,,5057
2694,5067,4478142,,m,,,6.13,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,5068,4484179,,m,,,47.66,34.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,5071,4566848,,m,,,14.81,48.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,5079,4737848,,b,d20,,20.18,20.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,5083,4750962,,m,,,,20.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,5084,4760478,Kepler-1625,m,,8.01,27.41,17.63,,,K05084,5586,60,60,0.23,0.04,0.04,13.916,0.056,0.459,0.036,1.719,0.164,0.142,1.09,0.045,0.04,1.629,0.137,0.117,0.25,0.05,0.05,9.93,0.05,0.06,0.457,0.062,0.071,1.649,1.0074,5084
2700,5085,4761427,,a,a18,12.97,12.54,13.25,,,K05085,5713,60,60,-0.01,0.04,0.04,14.185,0.072,0.795,0.036,0.867,0.054,0.05,0.963,0.019,0.031,0.896,0.025,0.021,1.34,0.08,0.12,9.22,0.38,0.52,0.706,0.037,0.054,1.03,1.019,5085
2701,5087,4770798,,a,m15,,24.86,12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,5088,4813750,,m,,,25.76,16.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,5092,4833409,,m,,,5.35,17.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,5098,4912650,,b,m15,,26.57,13.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,5099,4914221,,m,,,45.57,15.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,5101,4915582,,a,m15,,13.93,14.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,5104,4918303,,b,m15,,27.56,13.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,5107,4940376,,m,,,,15.03,,,K05107,4933,60,60,-0.13,0.04,0.04,11.391,0.017,0.389,0.015,6.993,0.337,0.316,1.579,0.153,0.143,6.777,0.266,0.257,0.01,0,0,9.27,0.14,0.13,0.45,0.08,0.182,1.021,1.0005,5107
2709,5117,5027859,,m,,,21.40,23.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,5119,5036052,,m,,,,19.04,,,K05119,4984,60,60,0.08,0.04,0.04,10.346,0.017,0.659,0.032,6.78,0.396,0.363,1.929,0.176,0.155,6.411,0.327,0.294,0.01,0,0,9.05,0.13,0.11,0.961,0.13,0.161,1.001,,5119
2711,5126,5110453,,m,,,,17.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,5129,5131276,,m,,,,44.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,5132,5179609,,m,,,,44.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,5135,5184144,,b,a18,17.68,37.97,17.11,,,K05135,5168,60,60,0.04,0.04,0.04,13.599,0.042,0.821,0.032,1.143,0.059,0.055,0.872,0.014,0.012,0.99,0.024,0.025,0.9,0.06,0.06,10.13,0.01,0.02,1.136,0.04,0.05,1.287,,5135
2715,5142,5255259,,a,m15,,11.17,11.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,5149,5283728,,m,,,4.97,22.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,5150,5289857,,a,d20,,,18.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,5155,5374838,,m,,,38.94,17.51,,,K05155,5728,60,60,-0.01,0.04,0.04,13.848,0.053,0.673,0.035,1.184,0.077,0.07,0.94,0.029,0.028,1.147,0.063,0.056,0.61,0.1,0.09,10,0.07,0.08,0.639,0.071,0.087,1,,5155
2719,5156,5390913,,m,,,1.67,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,5157,5391911,,b,d20,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,5158,5394585,,b,d20,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,5164,5436455,,b,m15,,21.62,10.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,5169,5443320,,a,m15,,10.29,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,5174,5524229,,m,,,,14.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,5176,5529385,,a,m15,,17.34,16.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,5178,5551240,Kepler-1626,m,,,2.12,48.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,5179,5563057,,m,,,,23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,5192,5697395,,b,m15,,32.00,27.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,5202,5793275,,m,,,53.45,15.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,5205,5857656,,m,,,57.92,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,5207,5859725,,m,,,81.14,13.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,5211,5946568,,a,m15,,7.06,7.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,5216,5965629,,a,a18,20.97,20.90,20.84,,,K05216,5596,60,60,-0.02,0.04,0.04,13.775,0.05,0.906,0.028,0.912,0.041,0.039,0.925,0.032,0.034,0.902,0.026,0.023,1.25,0.12,0.13,9.65,0.22,0.37,0.901,0.042,0.062,1.048,1.0234,5216
2734,5220,5986270,,b,d20,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,5223,6023571,,m,,,,20.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,5224,6025174,,m,,,19.46,9.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,5228,6036286,,b,d20,,,46.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,5230,6043490,,m,,,65.96,30.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,5231,6045404,,m,,,57.14,46.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,5237,6115356,,m,,,17.61,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,5245,6184894,Kepler-1627,a,m15,,2.64,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,5247,6197658,,b,m15,,13.35,13.37,,,K05247,5963,60,60,0.12,0.04,0.04,13.302,0.033,0.642,0.021,1.54,0.065,0.061,1.171,0.043,0.052,1.523,0.049,0.046,0.33,0.03,0.03,9.7,0.1,0.07,0.635,0.074,0.081,1,,5247
2743,5248,6198670,,m,,,31.36,16.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,5249,6203955,,b,m15,,15.99,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,5254,6266866,,m,,,50.32,24.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,5269,6359929,,a,a18,19.87,19.86,20.98,,,K05269,5343,60,60,-0.03,0.04,0.04,13.594,0.044,1.234,0.026,0.744,0.028,0.027,0.854,0.013,0.015,0.775,0.011,0.009,1.83,0.06,0.07,9,0.41,0.51,1.101,0.05,0.052,1,,5269
2747,5276,6368905,,m,,,,21.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,5278,6372194,,m,,18.00,43.04,17.96,,,K05278,5024,60,60,0.22,0.04,0.04,13.935,0.067,0.82,0.041,1.006,0.067,0.062,0.86,0.019,0.016,0.885,0.025,0.024,1.23,0.11,0.09,10.08,0.05,0.11,0.236,0.033,0.042,1.172,,5278
2749,5279,6387557,,b,m15,,22.17,11.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,5281,6425377,,m,,,,20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,5283,6442735,,m,,,49.33,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,5284,6443093,,m,,,79.11,17.27,,,K05284,5666,60,60,0.4,0.04,0.04,12.933,0.029,0.921,0.021,1.301,0.045,0.043,1.117,0.034,0.033,1.29,0.031,0.032,0.52,0.04,0.04,9.78,0.09,0.08,0.761,0.08,0.102,1.012,,5284
2753,5287,6509282,,m,,,,11.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,5288,6511182,,m,,,61.54,17.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,5290,6517200,,m,,,49.65,14.15,,,K05290,5516,60,60,0.08,0.04,0.04,14.08,0.058,0.84,0.028,0.86,0.043,0.04,0.937,0.021,0.025,0.872,0.024,0.02,1.4,0.11,0.12,9.38,0.32,0.41,0.742,0.051,0.07,1,,5290
2756,5297,6543192,,m,,,38.55,12.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,5310,6675757,,b,m15,,21.96,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,5321,6721603,,m,,,81.53,33.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,5322,6756369,,m,,,,43.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,5323,6762188,,b,d20,,,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,5324,6765563,,m,,,,32.87,,,K05324,4977,60,60,-0.1,0.04,0.04,11.622,0.013,0.601,0.016,3.975,0.147,0.141,1.294,0.12,0.132,3.926,0.111,0.099,0.02,0,0,9.58,0.16,0.14,0.595,0.085,0.095,1,,5324
2762,5327,6776555,,m,,,0.24,48.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,5329,6805414,,m,,,5.33,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,5331,6869373,,m,,,70.26,17.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,5332,6875342,,b,m15,,18.90,19.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,5333,6879183,,m,,,25.41,13.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,5336,6934045,,b,m15,,10.18,10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,5341,7009548,,a,m15,,3.11,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,5344,7018210,,a,d20,,,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,5353,7107567,,m,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,5358,7125794,,a,m15,,6.17,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,5359,7130612,,b,m15,,16.08,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,5360,7132462,,m,,,7.78,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,5361,7138841,,a,m15,,9.23,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,5369,7198587,,b,d20,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,5372,7205717,,m,,,57.47,21.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,5373,7206422,,m,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,5375,7213311,,m,,,,17.18,,,K05375,5017,60,60,-0.19,0.04,0.04,11.596,0.014,0.415,0.018,5.887,0.3,0.28,1.543,0.112,0.142,5.723,0.247,0.241,0.01,0,0,9.29,0.14,0.11,0.648,0.094,0.109,1.021,,5375
2779,5379,7282470,,m,,,,17.98,,,K05379,5042,60,60,0.02,0.04,0.04,10.485,0.015,0.946,0.021,4.219,0.143,0.138,1.536,0.103,0.107,4.195,0.094,0.095,0.02,0,0,9.35,0.12,0.09,0.993,0.133,0.159,1,,5379
2780,5380,7289139,,m,,,63.66,15.93,,,K05380,5577,60,60,-0.2,0.04,0.04,13.907,0.048,0.874,0.033,0.893,0.045,0.042,0.84,0.034,0.027,0.874,0.032,0.03,1.24,0.18,0.14,9.94,0.13,0.25,0.923,0.041,0.057,1.045,,5380
2781,5384,7377343,,b,m15,,1.96,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,5387,7416016,,b,d20,,,19.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,5390,7440715,,m,,,1.87,23.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,5393,7458743,,m,,,,13.82,,,K05393,4815,60,60,0.02,0.04,0.04,11.087,0.014,0.615,0.017,5.168,0.201,0.192,1.274,0.153,0.144,5.02,0.142,0.144,0.01,0,0,9.65,0.18,0.17,0.621,0.092,0.115,1.001,,5393
2785,5398,7539277,,m,,,57.60,21.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,5406,7625138,,m,,,7.29,30.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,5408,7631138,,a,m15,,8.80,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,5410,7662502,,m,,,50.37,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,5411,7672215,,b,d20,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,5413,7690782,,m,,,72.45,15.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,5416,7731281,Kepler-1628,m,,,0.08,15.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,5418,7747091,,a,m15,,21.63,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,5423,7762153,,b,a18,11.65,27.79,11.27,,,K05423,5722,60,60,0.35,0.04,0.04,13.422,0.035,0.788,0.024,1.217,0.051,0.048,1.105,0.03,0.03,1.194,0.04,0.035,0.64,0.06,0.06,9.71,0.1,0.13,0.652,0.075,0.078,1.009,,5423
2794,5426,7770901,,a,m15,,18.27,18.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,5433,7829836,,a,m15,,17.63,18.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,5435,7836096,,m,,,62.60,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,5440,7888863,,m,,,39.22,22.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,5441,7900450,,b,d20,,,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,5447,7935997,,a,d20,,,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,5449,7941635,,m,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,5451,7950158,,m,,,,11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,5454,7978202,Kepler-1630,a,m15,,29.97,14.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,5458,8007174,,m,,,29.48,15.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,5459,8009811,,b,m15,,9.52,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,5461,8016650,,m,,,,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,5466,8037038,Kepler-1631,m,,,19.77,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,5472,8076215,,m,,,,21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,5475,8105398,,b,m15,,23.69,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,5476,8105719,,b,m15,,19.69,19.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,5479,8125917,,m,,,,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,5480,8129333,,b,m15,,4.69,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,5482,8158429,,a,m15,,0.81,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,5485,8197176,,m,,,,13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,5486,8197406,,a,d20,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,5487,8223445,,m,,,11.17,41.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,5497,8279146,,m,,,,33.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,5499,8294683,,m,,,42.05,20.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,5500,8295087,,m,,,83.54,18.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,5506,8352009,,b,m15,,18.11,18.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,5509,8378278,,m,,,14.24,22.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,5511,8395870,,m,,,82.49,13.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,5512,8396288,,a,d20,,,8.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,5514,8415353,,m,,,19.19,17.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,5515,8429817,,a,m15,,,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,5517,8432249,,m,,,,34.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,5520,8474892,,m,,,,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,5528,8507586,,m,,,11.25,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,5532,8525101,,m,,,,10.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,5533,8525286,,b,d20,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,5541,8548454,,m,,,31.77,13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,5543,8560475,,m,,,,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,5545,8570210,,m,,,41.99,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,5546,8571421,,a,a18,2.77,2.67,2.68,,,K05546,6240,60,60,-0.03,0.04,0.04,13.489,0.039,0.817,0.027,1.092,0.048,0.045,1.125,0.026,0.03,1.093,0.031,0.022,0.85,0.05,0.07,9.03,0.29,0.41,0.787,0.033,0.051,1.005,,5546
2834,5552,8644545,,m,,,50.09,23.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,5553,8644911,,a,m15,,14.98,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,5554,8652997,,m,,,57.30,30.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,5556,8656535,,b,m15,,21.27,29.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,5563,8715589,,a,d20,,,16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,5566,8741367,,m,,,,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,5568,8745553,Kepler-1633,m,,,36.98,19.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,5570,8747910,,a,m15,,23.04,23.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,5572,8807988,,b,d20,,40.50,19.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,5574,8814872,,a,m15,,22.25,22.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,5577,8841297,,a,m15,,8.57,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,5578,8868481,,m,,,27.65,35.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,5579,8888745,,m,,,69.59,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,5581,8891684,Kepler-1634,a,m15,,19.81,20.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,5583,8915379,,m,,,32.36,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,5585,8937555,,m,,,,14.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,5591,8959240,,m,,,,41.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,5592,8971044,,m,,,74.74,8.84,,,K05592,6130,60,60,0,0.04,0.04,13.518,0.033,0.68,0.026,1.317,0.062,0.058,1.107,0.031,0.03,1.283,0.054,0.05,0.52,0.06,0.05,9.64,0.08,0.09,0.712,0.068,0.095,1.01,,5592
2852,5597,9011877,,a,m15,,29.38,29.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,5600,9018021,,m,,,11.09,44.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,5603,9026248,,m,,,,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,5604,9044060,,a,m15,,2.16,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,5605,9047416,,a,d20,,,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,5608,9073549,,m,,,24.82,14.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,5612,9087853,,m,,,74.33,37.19,,,K05612,5196,60,60,0.03,0.04,0.04,13.966,0.052,0.838,0.035,0.945,0.052,0.049,0.837,0.02,0.015,0.881,0.024,0.023,1.21,0.11,0.09,10.07,0.05,0.11,0.954,0.034,0.044,1.438,,5612
2859,5613,9097470,,m,,,76.89,16.97,,,K05613,5511,60,60,0.09,0.04,0.04,13.778,0.048,0.916,0.028,0.91,0.041,0.039,0.94,0.028,0.032,0.903,0.025,0.021,1.27,0.1,0.13,9.61,0.24,0.36,0.495,0.062,0.082,1,,5613
2860,5622,9141355,Kepler-1635,m,,,36.55,13.03,,,K05622,5240,60,60,0.06,0.04,0.04,13.895,0.061,0.96,0.033,0.842,0.044,0.041,0.863,0.028,0.029,0.837,0.025,0.022,1.46,0.16,0.15,9.79,0.23,0.42,0.944,0.042,0.047,1.164,,5622
2861,5625,9147012,,m,,,1.43,13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,5626,9147029,,m,,19.99,76.92,19.40,,,K05626,5949,60,60,-0.02,0.04,0.04,13.937,0.055,0.638,0.026,1.162,0.063,0.058,1.022,0.032,0.031,1.14,0.049,0.045,0.68,0.1,0.08,9.75,0.1,0.14,0.586,0.063,0.079,1.185,,5626
2863,5628,9157030,,m,,,30.91,10.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,5629,9157523,,m,,,41.51,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,5632,9166700,,a,m15,,3.90,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,5633,9173014,,b,m15,,2.45,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,5638,9209981,,m,,,46.87,12.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,5639,9210738,,m,,,,10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,5640,9214176,,m,,,,19.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,5642,9217583,,b,d20,,2.44,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
